2021-11-10 04:54:33+00:00,1458297000802217984,SatiraMembawaGembira,"b'RT @KomnasPerempuan: Selain Permendikbudristek tentang PPKS No. 30 Tahun 2021, pengesahan RUU Tindak Pidana Kekerasan Seksual akan memberik\xe2\x80\xa6'"
2021-11-10 04:54:21+00:00,1458296951271669767,SatiraMembawaGembira,"b'RT @KomnasPerempuan: Ironisnya, kasus ini terjadi seiring dengan terbitnya Peraturan Menteri Pendidikan, Kebudayaan, Riset dan Teknologi RI\xe2\x80\xa6'"
2021-11-10 04:53:31+00:00,1458296740692447235,🍻,"b'RT @hnurwahid: Sebut Permendikbudristek Nomor 30 Tahun 2021 Tentang PPKS Bermasalah, Ketua MUI Bidang Dakwah, Cholil Nafis: Cabut! - https:\xe2\x80\xa6'"
2021-11-10 04:49:25+00:00,1458295707077529603,Laeli Maria Ulfah,b'RT @nu_online: Dekan Syariah dan Hukum UIN Jakarta Usul Perbaikan Permendikbudristek PPKS https://t.co/gU13g3kShN'
2021-11-10 04:48:16+00:00,1458295419121725441,Lukman,"b'RT @hnurwahid: Sebut Permendikbudristek Nomor 30 Tahun 2021 Tentang PPKS Bermasalah, Ketua MUI Bidang Dakwah, Cholil Nafis: Cabut! - https:\xe2\x80\xa6'"
2021-11-10 04:38:26+00:00,1458292943815540737,Jack al jugjawy,"b'RT @hnurwahid: Sebut Permendikbudristek Nomor 30 Tahun 2021 Tentang PPKS Bermasalah, Ketua MUI Bidang Dakwah, Cholil Nafis: Cabut! - https:\xe2\x80\xa6'"
2021-11-10 04:37:09+00:00,1458292620694720512,VaL,b'RT @digifeeder: KH Husein Muhammad Ponpes Dar Al-Tauhid  menyatakan Permendikbudristek PPKS penting untuk mencegah kekerasan seksual.\n\nBeli\xe2\x80\xa6'
2021-11-10 04:36:58+00:00,1458292577568890881,VaL,b'RT @M3juahjuah: PermendikbudRistek PPKS untuk cegah kekerasan seksual.\n\nKH Husein Muhammad katakan Permendikbudristek PPKS ini penting.\nBel\xe2\x80\xa6'
2021-11-10 04:36:49+00:00,1458292536515072004,Zidnia Pembayun,"b'RT @hnurwahid: Sebut Permendikbudristek Nomor 30 Tahun 2021 Tentang PPKS Bermasalah, Ketua MUI Bidang Dakwah, Cholil Nafis: Cabut! - https:\xe2\x80\xa6'"
2021-11-10 04:34:38+00:00,1458291988587896836,K-Py™✨,"b'RT @hnurwahid: Sebut Permendikbudristek Nomor 30 Tahun 2021 Tentang PPKS Bermasalah, Ketua MUI Bidang Dakwah, Cholil Nafis: Cabut! - https:\xe2\x80\xa6'"
2021-11-10 04:30:48+00:00,1458291021960278018,Christ Wamea,"b'RT @hnurwahid: Sebut Permendikbudristek Nomor 30 Tahun 2021 Tentang PPKS Bermasalah, Ketua MUI Bidang Dakwah, Cholil Nafis: Cabut! - https:\xe2\x80\xa6'"
2021-11-10 04:29:02+00:00,1458290580383940618,Eko Purwanto,"b'RT @hnurwahid: Sebut Permendikbudristek Nomor 30 Tahun 2021 Tentang PPKS Bermasalah, Ketua MUI Bidang Dakwah, Cholil Nafis: Cabut! - https:\xe2\x80\xa6'"
2021-11-10 04:28:02+00:00,1458290326678884354,ƙαɳɠ αƈҽρ,"b'RT @Dusapanlandu: Permendikbudristek PPKS ini hadir sebagai langkah awal untuk menanggapi keresahan mahasiswa, dosen, pimpinan perguruan ti\xe2\x80\xa6'"
2021-11-10 04:27:29+00:00,1458290188220657671,VaL,"b'Permendikbudristek PPKS ini hadir sebagai langkah awal untuk menanggapi keresahan mahasiswa, dosen, pimpinan pergur\xe2\x80\xa6 https://t.co/w1FN9CrHnj'"
2021-11-10 04:26:50+00:00,1458290024206589953,Hidayat Nur Wahid,"b'Sebut Permendikbudristek Nomor 30 Tahun 2021 Tentang PPKS Bermasalah, Ketua MUI Bidang Dakwah, Cholil Nafis: Cabut!\xe2\x80\xa6 https://t.co/BwbMA2IxBG'"
2021-11-10 03:58:20+00:00,1458282854463393797,Nanta Riee,b'PermendikbudRistek PPKS untuk cegah kekerasan seksual.\n\nKH Husein Muhammad katakan Permendikbudristek PPKS ini pent\xe2\x80\xa6 https://t.co/39bhRnmXCA'
2021-11-10 03:51:20+00:00,1458281092411113479,𝓐𝓷𝓪𝓴 𝓚𝓮𝓼𝓪𝔂𝓪𝓷𝓰𝓪𝓷 𝓘𝓫𝓾,b'KH Husein Muhammad Ponpes Dar Al-Tauhid  menyatakan Permendikbudristek PPKS penting untuk mencegah kekerasan seksua\xe2\x80\xa6 https://t.co/d8IUghH5K1'
2021-11-10 03:36:48+00:00,1458277434042687498,Indopolitika.com,b'Dekan Syariah &amp; Hukum UIN Jakarta Usul Perbaikan Permendikbudristek PPKS https://t.co/jyi6jM5YWc'
2021-11-10 03:36:39+00:00,1458277398365945863,Indopolitika.com,b'Dekan Syariah &amp; Hukum UIN Jakarta Usul Perbaikan Permendikbudristek PPKS https://t.co/jyi6jM5YWc via @Indopolitika'
2021-11-10 03:33:46+00:00,1458276672159948803,medcom_id,"b""UU PPKS Diperlukan untuk 'Cantolan' Hukum Permendikbudristek 30/2021 https://t.co/yntCGALf5t"""
2021-11-10 03:16:18+00:00,1458272277351469056,afin.AK,b'RT @nu_online: Dekan Syariah dan Hukum UIN Jakarta Usul Perbaikan Permendikbudristek PPKS https://t.co/gU13g3kShN'
2021-11-10 02:59:54+00:00,1458268147497197569,POSMETRO PADANG,b'Permendikbudristek PPKS Dituding Melegalkan\xc2\xa0Zina https://t.co/xez9lGxUBu'
2021-11-10 02:56:33+00:00,1458267304744026118,Pusat Berita Islam,"b'Dinilai Memutar Kaset Lama, Dekan Syariah UIN Jakarta Usul Ada Perbaikan Permendikbudristek PPKS https://t.co/j2Jn8yPynu'"
2021-11-10 02:39:44+00:00,1458263073144311810,Elang News,b'https://t.co/k3KOrxRmDQ - Dekan Syariah &amp; Hukum UIN Jakarta Usul Perbaikan Permendikbudristek PPKS #elangnews https://t.co/jcxSaOSn2W'
2021-11-10 02:29:56+00:00,1458260608864833539,ꦤꦺꦴꦧꦶꦠ,"b'Permendikbudristek ppks 30 bagus lho padahal, kenapa gak fokus ke pencegahannya ajasih. Dari jaman ruu pks muter-mu\xe2\x80\xa6 https://t.co/kEA9rZXTRa'"
2021-11-10 02:28:10+00:00,1458260161198395398,🌻 𝑀𝒾𝓀𝒽𝒶𝓎𝓁𝒶 🌻,b'Menurut KH Husein Muhamad Permendikbudristek PPKS ini sgt penting cegah kekeran seksual. Dengan adanya aturan ini l\xe2\x80\xa6 https://t.co/EnAhP9GSbx'
2021-11-10 02:13:03+00:00,1458256356981428224,khaleed company,"b'Dinilai Memutar Kaset Lama, Dekan Syariah UIN Jakarta Usul Ada Perbaikan Permendikbudristek PPKS\xe2\x80\xa6 https://t.co/gRu9Em0YBR'"
2021-11-10 02:01:32+00:00,1458253461494001672,penempuh perjalanan,b'RT @nu_online: Dekan Syariah dan Hukum UIN Jakarta Usul Perbaikan Permendikbudristek PPKS https://t.co/gU13g3kShN'
2021-11-10 01:53:32+00:00,1458251448571949056,Aba,b'RT @nu_online: Dekan Syariah dan Hukum UIN Jakarta Usul Perbaikan Permendikbudristek PPKS https://t.co/gU13g3kShN'
2021-11-10 01:53:02+00:00,1458251320997994496,NU Online,b'Dekan Syariah dan Hukum UIN Jakarta Usul Perbaikan Permendikbudristek PPKS https://t.co/gU13g3kShN'
2021-11-10 01:38:18+00:00,1458247613757624322,Sigit HW,"b'RT @DPP_PPP: ""Permendikbudristek ini sebaiknya dievaluasi kembali atau dicabut oleh Kementerian terkait, karena berpotensi memfasilitasi pe\xe2\x80\xa6'"
2021-11-10 01:34:43+00:00,1458246712061923328,perizy,"b'RT @pikiran_rakyat: Sebut Permendikbudristek Nomor 30 Tahun 2021 Tentang PPKS Bermasalah, Ketua MUI Cholil Nafis: Cabut! https://t.co/zYt6P\xe2\x80\xa6'"
2021-11-10 01:20:11+00:00,1458243053089484807,Meckrok,"b'Dinilai Memutar Kaset Lama, Dekan Syariah UIN Jakarta Usul Ada Perbaikan Permendikbudristek PPKS\xe2\x80\xa6 https://t.co/jGFBnOlUrK'"
2021-11-10 01:19:04+00:00,1458242772515778565,Pikiran Rakyat,"b'Sebut Permendikbudristek Nomor 30 Tahun 2021 Tentang PPKS Bermasalah, Ketua MUI Cholil Nafis: Cabut! https://t.co/zYt6PnOt15'"
2021-11-10 00:17:10+00:00,1458227194241568770,Pikiran Rakyat,"b'ADA sejumlah pasal dalam Permendikbudristek PPKS yang dinilai mengundang kontroversi. Pertama, Pasal 1 angka 1 yang\xe2\x80\xa6 https://t.co/p5WfaGhS4y'"
2021-11-10 00:17:00+00:00,1458227152533417985,Pikiran Rakyat,b'Kekerasan Seksual (PPKS) di Lingkungan Perguruan Tinggi. Peraturan ini dikeluarkan untuk menyikapi kekerasan seksua\xe2\x80\xa6 https://t.co/M05Fr9yv7T'
2021-11-09 23:05:48+00:00,1458209236530319363,Ya jadi kita di,"b'RT @mardiasih: Baca berita Muhammadiyah menolak Permendikbudristek PPKS, saya nggak langsung reaktif&amp; bertanya, ""Muhammadiyah yg mana"". Muh\xe2\x80\xa6'"
2021-11-09 22:42:40+00:00,1458203413062193154,istiqomah...,b'RT @Tjeloup1: Permendikbudristek Nomor 30 Tahun 2021 tentang Pencegahan dan Penanganan Kekerasan Seksual (PPKS) di Lingkungan Perguruan.\n\n1\xe2\x80\xa6'
2021-11-09 22:22:23+00:00,1458198307654692869,INDONESIA MANDIRI 🇮🇩💝,b'RT @ManJaddaWaJadaa: Udah denger PERMENDIKBUDRISTEK No 30 tahun 2021?\n\n#PPKS https://t.co/WRshHGXEF4'
2021-11-09 21:43:25+00:00,1458188502051344388,Muslimah POS,b'|Permendikbudristek PPKS: Memberantas Kekerasan Seksual atau Melegalisasi Zina di Kalangan Akademisi?| \n\n#opini \n\nB\xe2\x80\xa6 https://t.co/9CaiYFJHDL'
2021-11-09 20:58:40+00:00,1458177241368567809,Afi,"b'RT @mardiasih: Baca berita Muhammadiyah menolak Permendikbudristek PPKS, saya nggak langsung reaktif&amp; bertanya, ""Muhammadiyah yg mana"". Muh\xe2\x80\xa6'"
2021-11-09 20:00:42+00:00,1458162654653071368,Radar Cirebon,"b'ANGGOTA Komisi X DPR Ledia Hanifah menilai, Permendikbudristek Nomor 30 Tahun 2021 tentang Pencegahan dan Penangana\xe2\x80\xa6 https://t.co/yT0g8Fookp'"
2021-11-09 19:18:49+00:00,1458152112714616834,ngalab berkah gusti Allah...🙏🙏🙏😍,b'RT @Tjeloup1: Permendikbudristek Nomor 30 Tahun 2021 tentang Pencegahan dan Penanganan Kekerasan Seksual (PPKS) di Lingkungan Perguruan.\n\n1\xe2\x80\xa6'
2021-11-09 19:00:18+00:00,1458147452628967429,Radar Cirebon,"b'MENTERI Agama (Menag) Yaqut Cholil Qoumas mendukung kebijakan Kementerian Pendidikan, Kebudayaan, Riset, dan Teknol\xe2\x80\xa6 https://t.co/8wif3gFFlx'"
2021-11-09 16:08:00+00:00,1458104091226243072,holopiscom,b'Permendikbudristek Nomor 30 Tahun 2021 tentang Pencegahan dan Penanganan Kekerasan Seksual (PPKS) di Lingkungan Per\xe2\x80\xa6 https://t.co/BR2wuwd8iL'
2021-11-09 15:51:14+00:00,1458099873597775875,RENEGADE😎,b'RT @Tjeloup1: Permendikbudristek Nomor 30 Tahun 2021 tentang Pencegahan dan Penanganan Kekerasan Seksual (PPKS) di Lingkungan Perguruan.\n\n1\xe2\x80\xa6'
2021-11-09 15:45:55+00:00,1458098534494916615,Anang,b'RT @Tjeloup1: Permendikbudristek Nomor 30 Tahun 2021 tentang Pencegahan dan Penanganan Kekerasan Seksual (PPKS) di Lingkungan Perguruan.\n\n1\xe2\x80\xa6'
2021-11-09 15:37:50+00:00,1458096499779321870,Bukan,"b'RT @TirtoID: Seorang mahasiswi Unri yang diduga mengalami pelecehan seksual bukannya mendapat pertolongan, malah mendapat intimidasi.\n\nKOMP\xe2\x80\xa6'"
2021-11-09 15:27:24+00:00,1458093875084529672,Isyana Konoras (IKK),"b'RT @airakusumas: Yuk, ikutan diskusi Edukasist tentang implementasi Permendikbudristek No. 30 thn 2021 tentang Pencegahan dan Penanganan Ke\xe2\x80\xa6'"
2021-11-09 15:15:59+00:00,1458091000568688655,akir,b'RT @Tjeloup1: Permendikbudristek Nomor 30 Tahun 2021 tentang Pencegahan dan Penanganan Kekerasan Seksual (PPKS) di Lingkungan Perguruan.\n\n1\xe2\x80\xa6'
2021-11-09 14:45:00+00:00,1458083203579744256,Camelaila,b'RT @Tjeloup1: Permendikbudristek Nomor 30 Tahun 2021 tentang Pencegahan dan Penanganan Kekerasan Seksual (PPKS) di Lingkungan Perguruan.\n\n1\xe2\x80\xa6'
